scenario_id,emissionBased,sampleFraction,startDay,adlWorstCase,btcBaseRate,btcRateMultiplier,btcPositionMultiplier,btcReferenceNotional,ethBaseRate,ethRateMultiplier,ethPositionMultiplier,ethReferenceNotional,stakerPct,nTrades,nLiquidated,liqPct,finalLp,finalPaper,finalStakers,finalFrontend,traderLoss,traderWin,traderNet,lpGained,lpLost,lpMin,lpMax,totalVolume,maxOi,marginalMintRate,feesPerStakedPaper,costPerPaper,tailProgress,maxDebt,maxQueueLen,totalQueued,totalQueuePaid,queueRemaining,debtRemaining,avgQueueWait,finalBtcLp,finalEthLp,btcNTrades,ethNTrades,btcNLiq,ethNLiq,btcLiqPct,ethLiqPct,btcTraderLoss,ethTraderLoss,btcTraderWin,ethTraderWin
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d238_adl=on_emOff,False,1.0,238,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,645974,472393,73.13,5000000.0,2684845282.56,24506460.91,337293.22,33167281.83,3323527.7,-29843754.13,8334768.5,3323527.7,555491.1,5000000.0,37544148604.05,2590381092.26,63.2607,0.009128,0.012354,30873913.71,0.0,0,0,0,0,0.0,0,3375713.38,1635527.42,540072,105902,378213,94180,70.03,88.931,24102247.71,9065034.12,2738481.15,585046.55
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d238_adl=on_emOn,True,1.0,238,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,645974,472393,73.13,5000000.0,2352061716.36,20073068.4,285448.12,28083848.07,2725331.55,-25358516.52,7734550.83,2725331.55,555491.1,5000000.0,31106897249.15,2590381092.26,67.749,0.008534,0.01194,25790643.59,0.0,0,0,0,0,0.0,0,3412446.38,1596772.9,540072,105902,378213,94180,70.03,88.931,20419500.1,7664347.98,2238157.79,487173.76
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d245_adl=off_emOff,False,1.0,245,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,552161,401340,72.69,5000000.0,2391174901.15,20445439.97,291706.65,28673250.2,2936103.58,-25737146.62,7946051.88,2936103.58,369756.13,5000000.0,32584377692.72,2510595148.14,67.1864,0.00855,0.011991,26399859.66,0.0,0,0,0,0,0.0,0,3502579.09,1507369.21,460847,91314,320485,80855,69.543,88.546,20925549.69,7747700.51,2422216.7,513886.87
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d245_adl=off_emOn,True,1.0,245,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,552161,401340,72.69,5000000.0,2126609815.69,17112141.97,252578.38,24838487.37,2473767.02,-22364720.35,7482154.02,2473767.02,369756.13,5000000.0,27686457823.11,2510595148.14,70.8493,0.008047,0.01168,22565222.34,0.0,0,0,0,0,0.0,0,3536635.12,1471751.89,460847,91314,320485,80855,69.543,88.546,18145412.6,6693074.77,2032779.95,440987.07
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d245_adl=on_emOff,False,1.0,245,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,552161,401340,72.69,5000000.0,2391174901.15,20445435.64,291706.66,28673250.2,2936107.9,-25737142.3,7946056.21,2936107.9,369756.13,5000000.0,32584377692.72,2510595148.14,67.1864,0.00855,0.011991,26399859.66,0.0,0,0,0,0,0.0,0,3502579.09,1507369.22,460847,91314,320485,80855,69.543,88.546,20925549.69,7747700.51,2422216.7,513891.2
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d245_adl=on_emOn,True,1.0,245,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,552161,401340,72.69,5000000.0,2126609815.69,17112138.41,252578.38,24838487.37,2473770.58,-22364716.79,7482157.59,2473770.58,369756.13,5000000.0,27686457823.11,2510595148.14,70.8493,0.008047,0.01168,22565222.34,0.0,0,0,0,0,0.0,0,3536635.12,1471751.9,460847,91314,320485,80855,69.543,88.546,18145412.6,6693074.77,2032779.95,440990.63
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d252_adl=off_emOff,False,1.0,252,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,451878,335065,74.15,5000000.0,2098087160.93,16639235.99,248510.27,24421827.57,2534081.31,-21887746.26,7542665.3,2534081.31,519739.24,5000000.0,27837184268.22,2510595148.14,71.303,0.007931,0.01164,22110877.99,0.0,0,0,0,0,0.0,0,3587058.59,1421525.4,374609,77269,266706,68359,71.196,88.469,17810679.51,6611148.06,2103630.2,430451.11
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d252_adl=off_emOn,True,1.0,252,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,451878,335065,74.15,5000000.0,1896193505.66,14236804.05,220165.09,21645559.45,2188590.31,-19456969.14,7196009.3,2188590.31,519739.24,5000000.0,24266057379.29,2510595148.14,74.1727,0.007508,0.011415,19334703.25,0.0,0,0,0,0,0.0,0,3615817.53,1391601.45,374609,77269,266706,68359,71.196,88.469,15799134.71,5846424.74,1810611.79,377978.52
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d252_adl=on_emOff,False,1.0,252,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,451878,335065,74.15,5000000.0,2098087160.93,16639231.66,248510.28,24421827.57,2534085.64,-21887741.94,7542669.64,2534085.64,519739.24,5000000.0,27837184268.22,2510595148.14,71.303,0.007931,0.01164,22110877.99,0.0,0,0,0,0,0.0,0,3587058.59,1421525.41,374609,77269,266706,68359,71.196,88.469,17810679.51,6611148.06,2103630.2,430455.43
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d252_adl=on_emOn,True,1.0,252,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,451878,335065,74.15,5000000.0,1896193505.66,14236800.27,220165.09,21645559.45,2188594.09,-19456965.36,7196013.08,2188594.09,519739.24,5000000.0,24266057379.29,2510595148.14,74.1727,0.007508,0.011415,19334703.25,0.0,0,0,0,0,0.0,0,3615817.53,1391601.46,374609,77269,266706,68359,71.196,88.469,15799134.71,5846424.74,1810611.79,377982.29
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d259_adl=off_emOff,False,1.0,259,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,367683,267003,72.62,5000000.0,1754367435.46,12445194.24,201334.42,19773272.04,2126743.38,-17646528.66,7133946.79,2126743.38,841643.46,5000000.0,22575320798.02,2510595148.14,76.1572,0.007094,0.011271,17507323.77,0.0,0,0,0,0,0.0,0,3471016.13,1536187.28,306840,60843,213345,53658,69.53,88.191,14372322.54,5400949.51,1781311.28,345432.1
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d259_adl=off_emOn,True,1.0,259,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,367683,267003,72.62,5000000.0,1615699349.61,10899052.31,182972.92,17976190.84,1894165.62,-16082025.22,6900587.63,1894165.62,841643.46,5000000.0,20235796750.82,2510595148.14,78.1874,0.006746,0.011126,15710304.71,0.0,0,0,0,0,0.0,0,3485240.81,1521181.21,306840,60843,213345,53658,69.53,88.191,13073297.76,4902893.08,1582570.09,311595.53
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d259_adl=on_emOff,False,1.0,259,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,367683,267003,72.62,5000000.0,1754367435.46,12445189.91,201334.43,19773272.04,2126747.7,-17646524.34,7133951.12,2126747.7,841643.46,5000000.0,22575320798.02,2510595148.14,76.1572,0.007094,0.011271,17507323.77,0.0,0,0,0,0,0.0,0,3471016.13,1536187.29,306840,60843,213345,53658,69.53,88.191,14372322.54,5400949.51,1781311.28,345436.43
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d259_adl=on_emOn,True,1.0,259,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,367683,267003,72.62,5000000.0,1615699349.61,10899048.27,182972.92,17976190.84,1894169.65,-16082021.19,6900591.68,1894169.65,841643.46,5000000.0,20235796750.82,2510595148.14,78.1874,0.006746,0.011126,15710304.71,0.0,0,0,0,0,0.0,0,3485240.81,1521181.21,306840,60843,213345,53658,69.53,88.191,13073297.76,4902893.08,1582570.09,311599.56
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d28_adl=off_emOff,False,1.0,28,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3261176,2694014,82.61,5000000.0,8135790232.54,205035728.15,2386316.2,234818914.18,22396869.84,-212422044.34,27473123.95,22396869.84,2257755.69,5000000.0,285460760399.91,6430541278.0,11.5813,0.025202,0.028862,232617169.89,0.0,0,0,0,0,0.0,0,438978.73,4637275.38,2471517,789659,1975734,718280,79.94,90.961,154793395.35,80025518.84,16771272.15,5625597.69
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d28_adl=off_emOn,True,1.0,28,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3261176,2694014,82.61,5000000.0,6045362868.13,98665560.24,1172492.86,115428136.45,10590083.34,-104838053.11,15626506.34,10590083.34,2257755.69,5000000.0,133161240130.49,6430541278.0,26.4725,0.016321,0.019094,113229490.85,0.0,0,0,0,0,0.0,0,1170375.23,3866047.76,2471517,789659,1975734,718280,79.94,90.961,73071338.88,42356797.56,7585385.29,3004698.05
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d28_adl=on_emOff,False,1.0,28,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3261176,2694014,82.61,5000000.0,8135790232.54,204968075.33,2386392.25,234818914.18,22464446.6,-212354467.59,27540852.82,22464446.6,2257755.69,5000000.0,285460760399.91,6430541278.0,11.5813,0.025193,0.028862,232617169.89,0.0,0,0,0,0,0.0,0,413238.49,4663167.72,2471517,789659,1975734,718280,79.94,90.961,154793395.35,80025518.84,16834516.42,5629930.18
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d28_adl=on_emOn,True,1.0,28,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3261176,2694014,82.61,5000000.0,6045362868.13,98626066.79,1172537.27,115428136.45,10629532.39,-104798604.06,15666044.2,10629532.39,2257755.69,5000000.0,133161240130.49,6430541278.0,26.4725,0.016314,0.019094,113229490.85,0.0,0,0,0,0,0.0,0,1155335.73,3881176.07,2471517,789659,1975734,718280,79.94,90.961,73071338.88,42356797.56,7622270.49,3007261.9
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d35_adl=off_emOff,False,1.0,35,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3186393,2629280,82.52,5000000.0,8024221068.08,195940201.13,2283064.35,224670790.34,21447524.86,-203223265.48,26515361.89,21447524.86,1653143.86,5000000.0,272237205286.94,6430541278.0,12.2855,0.024419,0.027999,222361688.89,4744.4,9,10,10,0,0.0,0.0,1239969.99,3827867.03,2431387,755006,1943126,686154,79.918,90.881,150482282.46,74188507.87,16269769.24,5177755.62
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d35_adl=off_emOn,True,1.0,35,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3186393,2629280,82.52,5000000.0,5970280328.7,95773844.86,1141173.52,112337540.46,10422522.08,-101915018.39,15453242.45,10422522.08,1653143.86,5000000.0,129752495557.17,6430541278.0,27.2138,0.016042,0.018816,110031256.81,4744.4,9,10,10,0,0.0,0.0,1949669.33,3081051.04,2431387,755006,1943126,686154,79.918,90.881,73049825.48,39287714.99,7610663.7,2811858.38
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d35_adl=on_emOff,False,1.0,35,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3186393,2629280,82.52,5000000.0,8024221068.08,195872548.32,2283140.41,224670790.34,21515101.62,-203155688.72,26583090.75,21515101.62,1653143.86,5000000.0,272237205286.94,6430541278.0,12.2855,0.02441,0.027999,222361688.89,4744.4,9,10,10,0,0.0,0.0,1214229.76,3853759.37,2431387,755006,1943126,686154,79.918,90.881,150482282.46,74188507.87,16333013.51,5182088.11
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d35_adl=on_emOn,True,1.0,35,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3186393,2629280,82.52,5000000.0,5970280328.7,95730620.63,1141222.12,112337540.46,10465697.71,-101871842.75,15496515.28,10465697.71,1653143.86,5000000.0,129752495557.17,6430541278.0,27.2138,0.016035,0.018816,110031256.81,4744.4,9,10,10,0,0.0,0.0,1933207.64,3097609.93,2431387,755006,1943126,686154,79.918,90.881,73049825.48,39287714.99,7651029.28,2814668.43
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d42_adl=off_emOff,False,1.0,42,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3119962,2576255,82.57,5000000.0,7955369569.19,189535928.73,2207842.39,217305801.06,20562029.95,-196743771.11,25621028.57,20562029.95,863803.14,5000000.0,262332553750.81,6430541278.0,12.8524,0.023825,0.027316,214726047.93,8180.83,28,36,36,0,-0.0,0.0,1233267.79,3825730.83,2391845,728117,1914020,662235,80.023,90.952,146735695.07,70570105.99,15773492.17,4788537.77
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d42_adl=off_emOn,True,1.0,42,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3119962,2576255,82.57,5000000.0,5930807688.91,93963219.42,1119087.75,110188007.96,10105700.79,-100082307.16,15129545.99,10105700.79,863803.14,5000000.0,127100758873.02,6430541278.0,27.7956,0.015843,0.018579,107610860.2,8180.83,28,36,36,0,-0.0,0.0,1909591.18,3114254.01,2391845,728117,1914020,662235,80.023,90.952,72569664.92,37618343.04,7509757.95,2595942.84
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d42_adl=on_emOff,False,1.0,42,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3119962,2576255,82.57,5000000.0,7955369569.19,189468275.91,2207918.44,217305801.06,20629606.7,-196676194.36,25688757.43,20629606.7,863803.14,5000000.0,262332553750.81,6430541278.0,12.8524,0.023816,0.027316,214726047.93,8180.83,28,36,36,0,-0.0,0.0,1207527.56,3851623.16,2391845,728117,1914020,662235,80.023,90.952,146735695.07,70570105.99,15836736.44,4792870.26
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d42_adl=on_emOn,True,1.0,42,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3119962,2576255,82.57,5000000.0,5930807688.91,93916627.69,1119140.13,110188007.96,10152240.14,-100035767.82,15176190.11,10152240.14,863803.14,5000000.0,127100758873.02,6430541278.0,27.7956,0.015835,0.018579,107610860.2,8180.83,28,36,36,0,-0.0,0.0,1891845.62,3132104.35,2391845,728117,1914020,662235,80.023,90.952,72569664.92,37618343.04,7553264.5,2598975.64
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d49_adl=off_emOff,False,1.0,49,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3040309,2517319,82.8,5000000.0,7831735276.95,183545426.59,2135936.74,210281872.91,19600509.57,-190681363.33,24666745.6,19600509.57,883845.16,5000000.0,251529830279.32,6430541278.0,13.3795,0.023436,0.02685,208065617.05,0.0,0,0,0,0,0.0,0,1380361.12,3685874.9,2342092,698217,1881624,635695,80.339,91.045,143075948.34,67205924.57,15208023.34,4392486.23
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d49_adl=off_emOn,True,1.0,49,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3040309,2517319,82.8,5000000.0,5834464504.52,91967617.89,1093205.9,107684603.69,9623779.91,-98060823.79,14656499.63,9623779.91,883845.16,5000000.0,122405692909.72,6430541278.0,28.3258,0.015763,0.018457,105470790.99,0.0,0,0,0,0,0.0,0,2035760.2,2996959.52,2342092,698217,1881624,635695,80.339,91.045,71790252.86,35894350.84,7291220.02,2332559.89
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d49_adl=on_emOff,False,1.0,49,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3040309,2517319,82.8,5000000.0,7831735276.95,183477773.78,2136012.8,210281872.91,19668086.33,-190613786.57,24734474.47,19668086.33,883845.16,5000000.0,251529830279.32,6430541278.0,13.3795,0.023427,0.02685,208065617.05,0.0,0,0,0,0,0.0,0,1354620.89,3711767.24,2342092,698217,1881624,635695,80.339,91.045,143075948.34,67205924.57,15271267.61,4396818.72
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d49_adl=on_emOn,True,1.0,49,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3040309,2517319,82.8,5000000.0,5834464504.52,91917537.62,1093262.21,107684603.69,9673803.87,-98010799.83,14706636.21,9673803.87,883845.16,5000000.0,122405692909.72,6430541278.0,28.3258,0.015754,0.018457,105470790.99,0.0,0,0,0,0,0.0,0,2016684.44,3016147.9,2342092,698217,1881624,635695,80.339,91.045,71790252.86,35894350.84,7337979.95,2335823.91
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d56_adl=off_emOff,False,1.0,56,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2970289,2464147,82.96,5000000.0,7735100159.54,176301749.04,2054748.72,202290419.45,18933921.7,-183356497.76,23987659.57,18933921.7,669484.18,5000000.0,240284358523.16,6430541278.0,14.0692,0.022792,0.026152,199923852.65,9699.2,16,16,16,0,-0.0,0.0,1430456.8,3623281.07,2298053,672236,1851883,612264,80.585,91.079,139050793.86,63239625.59,14777666.77,4156254.93
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d56_adl=off_emOn,True,1.0,56,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2970289,2464147,82.96,5000000.0,5773560808.7,89567065.77,1067927.49,105184473.85,9549480.6,-95634993.25,14571694.92,9549480.6,669484.18,5000000.0,118376114791.02,6430541278.0,29.0037,0.015513,0.018218,102820177.09,9699.2,16,16,16,0,-0.0,0.0,2058381.85,2963832.47,2298053,672236,1851883,612264,80.585,91.079,71335824.69,33848649.16,7299089.43,2250391.17
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d56_adl=on_emOff,False,1.0,56,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2970289,2464147,82.96,5000000.0,7735100159.54,176234096.23,2054824.77,202290419.45,19001498.45,-183288921.0,24055388.43,19001498.45,669484.18,5000000.0,240284358523.16,6430541278.0,14.0692,0.022784,0.026152,199923852.65,9699.2,16,16,16,0,-0.0,0.0,1404716.57,3649173.41,2298053,672236,1851883,612264,80.585,91.079,139050793.86,63239625.59,14840911.04,4160587.42
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d56_adl=on_emOn,True,1.0,56,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2970289,2464147,82.96,5000000.0,5773560808.7,89511787.93,1067989.64,105184473.85,9604696.28,-95579777.57,14627034.91,9604696.28,669484.18,5000000.0,118376114791.02,6430541278.0,29.0037,0.015504,0.018218,102820177.09,9699.2,16,16,16,0,-0.0,0.0,2037323.94,2985014.7,2298053,672236,1851883,612264,80.585,91.079,71335824.69,33848649.16,7350695.75,2254000.53
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d63_adl=off_emOff,False,1.0,63,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2903747,2411815,83.06,5000000.0,7667103306.98,171010901.03,1992710.25,196216906.64,18213295.36,-178003611.28,23274377.72,18213295.36,978916.52,5000000.0,232769158785.21,6430541278.0,14.6398,0.022304,0.025592,193626967.29,0.0,0,0,0,0,0.0,0,2134521.53,2926560.83,2254900,648847,1820487,591328,80.735,91.135,135812584.15,60404322.49,14328364.98,3884930.37
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d63_adl=off_emOn,True,1.0,63,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2903747,2411815,83.06,5000000.0,5735066331.75,88006492.99,1048809.56,103328900.95,9273598.41,-94055302.55,14304639.5,9273598.41,978916.52,5000000.0,116358942848.69,6430541278.0,29.5526,0.015345,0.018017,100741114.76,0.0,0,0,0,0,0.0,0,2737186.72,2293854.37,2254900,648847,1820487,591328,80.735,91.135,70900425.81,32428475.14,7183238.85,2090359.56
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d63_adl=on_emOff,False,1.0,63,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2903747,2411815,83.06,5000000.0,7667103306.98,170943248.22,1992786.3,196216906.64,18280872.11,-177936034.53,23342106.59,18280872.11,978916.52,5000000.0,232769158785.21,6430541278.0,14.6398,0.022296,0.025592,193626967.29,0.0,0,0,0,0,0.0,0,2108781.3,2952453.17,2254900,648847,1820487,591328,80.735,91.135,135812584.15,60404322.49,14391609.25,3889262.86
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d63_adl=on_emOn,True,1.0,63,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2903747,2411815,83.06,5000000.0,5735066331.75,87946223.24,1048877.33,103328900.95,9333800.38,-93995100.57,14364977.02,9333800.38,978916.52,5000000.0,116358942848.69,6430541278.0,29.5526,0.015335,0.018017,100741114.76,0.0,0,0,0,0,0.0,0,2714224.78,2316951.86,2254900,648847,1820487,591328,80.735,91.135,70900425.81,32428475.14,7239498.91,2094301.47
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d70_adl=off_emOff,False,1.0,70,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2802773,2331946,83.2,5000000.0,7498494459.69,163912083.29,1905451.11,187705061.3,16887526.91,-170817534.39,21944327.9,16887526.91,3553735.67,5000000.0,221844607883.82,6430541278.0,15.4195,0.021859,0.025032,185594856.71,0.0,0,0,0,0,0.0,0,1913996.95,3142804.04,2183148,619625,1766743,565203,80.926,91.217,130103044.26,57602017.05,13388472.31,3499054.6
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d70_adl=off_emOn,True,1.0,70,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2802773,2331946,83.2,5000000.0,5605892907.18,85661380.63,1015573.85,100133978.72,8457024.25,-91676954.48,13485492.37,8457024.25,3553735.67,5000000.0,112237454825.24,6430541278.0,30.2933,0.015281,0.017862,98025806.08,0.0,0,0,0,0,0.0,0,2488884.61,2539583.52,2183148,619625,1766743,565203,80.926,91.217,68709324.02,31424654.71,6628000.06,1829024.19
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d70_adl=on_emOff,False,1.0,70,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2802773,2331946,83.2,5000000.0,7504083395.76,163844430.47,1905527.16,187705061.3,16955103.67,-170749957.64,22012056.76,16955103.67,3490786.16,5000000.0,221844607883.82,6430541278.0,15.4262,0.021834,0.025014,185528775.8,0.0,0,0,0,0,0.0,0,1888447.2,3168505.89,2183148,619625,1766743,565203,80.926,91.217,130103044.26,57602017.05,13451716.58,3503387.09
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d70_adl=on_emOn,True,1.0,70,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2802773,2331946,83.2,5000000.0,5611816197.14,85634093.53,1016090.05,100177457.29,8527273.72,-91650183.57,13555904.67,8527273.72,3490786.16,5000000.0,112292028015.26,6430541278.0,30.2996,0.01526,0.017851,98003202.73,0.0,0,0,0,0,0.0,0,2459615.67,2569015.27,2183148,619625,1766743,565203,80.926,91.217,68738056.84,31439400.45,6692950.88,1834322.84
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d77_adl=off_emOff,False,1.0,77,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2663639,2207421,82.87,5000000.0,7295252962.48,151795379.3,1772201.22,174536376.28,15968795.76,-158567580.52,21022470.66,15968795.76,1307803.7,5000000.0,205579246294.69,4773673715.71,16.8519,0.020807,0.023925,172318673.11,0.0,0,0,0,0,0.0,0,2044810.02,3008864.88,2090854,572785,1686746,520675,80.673,90.902,122190638.73,52345737.54,12693258.29,3275537.46
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d77_adl=off_emOn,True,1.0,77,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2663639,2207421,82.87,5000000.0,5474728536.14,81295122.78,970649.83,95654978.0,8389205.38,-87265772.62,13417405.48,8389205.38,1307803.7,5000000.0,106992719049.84,4773673715.71,31.6093,0.014849,0.017472,93439099.17,0.0,0,0,0,0,0.0,0,2547015.72,2481184.39,2090854,572785,1686746,520675,80.673,90.902,66641882.37,29013095.62,6585869.3,1803336.08
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d77_adl=on_emOff,False,1.0,77,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2663639,2207421,82.87,5000000.0,7295252962.48,151790647.9,1772206.47,174536376.28,15973521.9,-158562854.37,21027207.32,15973521.9,1307803.7,5000000.0,205579246294.69,4773673715.71,16.8519,0.020807,0.023925,172318673.11,0.0,0,0,0,0,0.0,0,2043109.62,3010575.79,2090854,572785,1686746,520675,80.673,90.902,122190638.73,52345737.54,12697980.12,3275541.79
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d77_adl=on_emOn,True,1.0,77,True,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,2663639,2207421,82.87,5000000.0,5474728536.14,81291394.01,970653.97,95654978.0,8392930.02,-87262047.98,13421138.4,8392930.02,1307803.7,5000000.0,106992719049.84,4773673715.71,31.6093,0.014848,0.017472,93439099.17,0.0,0,0,0,0,0.0,0,2545672.46,2482535.92,2090854,572785,1686746,520675,80.673,90.902,66641882.37,29013095.62,6589592.51,1803337.51
br=0.1_btcRN=100000_ethRN=100000_flow=100%_start=d7_adl=off_emOff,False,1.0,7,False,0.1,15000.0,1384615385.0,100000.0,0.1,15000.0,923076923.0,100000.0,0.01,3544070,2945695,83.12,5000000.0,8564861409.07,241093018.84,2793879.61,274965436.49,26078538.04,-248886898.45,31166988.53,26078538.04,1058545.97,5000000.0,339867716058.43,6430541278.0,9.3409,0.028149,0.032104,272633901.84,0.0,0,0,0,0,0.0,0,406451.82,4681998.67,2588318,955752,2071520,874175,80.033,91.465,168633068.88,106332367.61,18341517.66,7737020.38
